Plot,Epi,Chip,Length,RidgeW,Temp,DataType,DataNo,Resistance,Ideality,Leakage,Threshold,PowerMax,Rolloff,File,Folder
x,E1,R04C10,400,2.5,38,LIV,1,,,,25,32.64917,214,E1_R04C10_Ridge_2.5um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R04C10
x,E1,R04C10,400,2.5,45,IV,1,2.95,3.436631315,-6.89E-07,,,,E1_R04C10_Ridge_2.5um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R04C10
x,E1,R04C10,400,2.5,45,LIV,1,,,,29,28.96299,192,E1_R04C10_Ridge_2.5um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R04C10
x,E1,R04C10,400,3,25,IV,1,3.1,3.097974081,-4.86E-07,,,,E1_R04C10_Ridge_3um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R04C10
x,E1,R04C10,400,3,25,LIV,1,,,,56,15.45962,157,E1_R04C10_Ridge_3um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R04C10
x,E1,R04C10,400,3,38,IV,1,2.95,3.299592981,-5.95E-07,,,,E1_R04C10_Ridge_3um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R04C10
x,E1,R04C10,400,3,38,LIV,1,,,,88,3.977129,128.99,E1_R04C10_Ridge_3um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R04C10
x,E1,R04C10,400,3,45,IV,1,2.85,3.403897826,-6.96E-07,,,,E1_R04C10_Ridge_3um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R04C10
x,E1,R04C10,400,3,45,LIV,1,,,,,0.4314079,126,E1_R04C10_Ridge_3um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R04C10
x,E1,R05C02,400,2,38,IV,1,4.02,3.100625743,-4.39E-07,,,,E1_R05C02_Ridge_2um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,2,38,LIV,1,,,,30,28.58467,193,E1_R05C02_Ridge_2um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,2,45,IV,1,4.03,3.177908501,-4.70E-07,,,,E1_R05C02_Ridge_2um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,2,45,LIV,1,,,,36,24.8346,190,E1_R05C02_Ridge_2um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,2.3,25,IV,1,3.36,2.915017,-3.99E-07,,,,E1_R05C02_Ridge_2.3um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,2.3,25,LIV,1,,,,20,46.44681,240,E1_R05C02_Ridge_2.3um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,2.3,38,IV,1,3.4,3.012265289,-4.45E-07,,,,E1_R05C02_Ridge_2.3um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,2.3,38,LIV,1,,,,25,39.58087,219.99,E1_R05C02_Ridge_2.3um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,2.3,45,IV,1,3.36,3.1268342,-4.65E-07,,,,E1_R05C02_Ridge_2.3um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,2.3,45,LIV,1,,,,28,35.40082,212.99,E1_R05C02_Ridge_2.3um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,2.5,25,IV,1,3.07,2.967074257,-4.03E-07,,,,E1_R05C02_Ridge_2.5um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,2.5,25,LIV,1,,,,25.99,41.55221,233,E1_R05C02_Ridge_2.5um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,2.5,38,IV,1,3.21,3.004546278,-4.43E-07,,,,E1_R05C02_Ridge_2.5um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,2.5,38,LIV,1,,,,33,32.60094,201,E1_R05C02_Ridge_2.5um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,2.5,45,IV,1,3.14,3.117625147,-4.59E-07,,,,E1_R05C02_Ridge_2.5um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,2.5,45,LIV,1,,,,38,27.4621,187,E1_R05C02_Ridge_2.5um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,3,25,IV,1,2.54,2.962577808,-4.02E-07,,,,E1_R05C02_Ridge_3um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,3,25,LIV,1,,,,25,38.30176,273,E1_R05C02_Ridge_3um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,3,38,IV,1,2.67,2.971180603,-4.58E-07,,,,E1_R05C02_Ridge_3um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,3,38,LIV,1,,,,32,31.19622,224,E1_R05C02_Ridge_3um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,3,45,IV,1,2.62,3.071531818,-4.61E-07,,,,E1_R05C02_Ridge_3um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C02,400,3,45,LIV,1,,,,36,27.60077,206,E1_R05C02_Ridge_3um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C02
x,E1,R05C10,400,2,25,IV,1,4.85,2.86510216,-4.30E-07,,,,E1_R05C10_Ridge_2um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,2,25,LIV,1,,,,85,12.29027,153,E1_R05C10_Ridge_2um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,2,38,IV,1,5.06,2.80786608,-4.08E-07,,,,E1_R05C10_Ridge_2um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,2,38,LIV,1,,,,,0.3372297,137,E1_R05C10_Ridge_2um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,2,45,IV,1,4.85,2.949612339,-4.28E-07,,,,E1_R05C10_Ridge_2um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,2,45,LIV,1,,,,,0.229753,139,E1_R05C10_Ridge_2um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,2.3,25,IV,1,3.58,2.862390507,-4.08E-07,,,,E1_R05C10_Ridge_2.3um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,2.3,25,LIV,1,,,,19,49.01896,227,E1_R05C10_Ridge_2.3um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,2.3,38,IV,1,3.9,2.786826491,-4.33E-07,,,,E1_R05C10_Ridge_2.3um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,2.3,38,LIV,1,,,,22.99,41.36021,217,E1_R05C10_Ridge_2.3um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,2.3,45,IV,1,3.86,2.935777754,-4.52E-07,,,,E1_R05C10_Ridge_2.3um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,2.3,45,LIV,1,,,,26,37.03501,204,E1_R05C10_Ridge_2.3um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,2.5,25,IV,1,3.32,2.848181978,-4.15E-07,,,,E1_R05C10_Ridge_2.5um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,2.5,25,LIV,1,,,,20,42.32265,246,E1_R05C10_Ridge_2.5um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,2.5,38,IV,1,3.6,2.789180334,-4.27E-07,,,,E1_R05C10_Ridge_2.5um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,2.5,38,LIV,1,,,,25,35.55106,217,E1_R05C10_Ridge_2.5um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,2.5,45,IV,1,3.69,2.919874273,-4.51E-07,,,,E1_R05C10_Ridge_2.5um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,2.5,45,LIV,1,,,,28,31.10286,212,E1_R05C10_Ridge_2.5um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,3,25,IV,1,3.04,2.83064454,-4.36E-07,,,,E1_R05C10_Ridge_3um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,3,25,LIV,1,,,,23,48.06488,265,E1_R05C10_Ridge_3um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,3,38,IV,1,2.92,2.998489632,-4.30E-07,,,,E1_R05C10_Ridge_3um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,3,38,LIV,1,,,,28,39.29911,232,E1_R05C10_Ridge_3um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,3,45,IV,1,3.32,2.890754221,-4.41E-07,,,,E1_R05C10_Ridge_3um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C10,400,3,45,LIV,1,,,,32,34.80216,222,E1_R05C10_Ridge_3um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C10
x,E1,R05C12,400,2,25,IV,1,4.92,2.78166466,-5.41E-07,,,,E1_R05C12_Ridge_2um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,2,25,LIV,1,,,,25,40.7286,210.99,E1_R05C12_Ridge_2um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,2,38,IV,1,4.43,2.94915852,-4.28E-07,,,,E1_R05C12_Ridge_2um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,2,38,LIV,1,,,,32,34.26512,190,E1_R05C12_Ridge_2um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,2,45,IV,1,4.43,3.040269069,-4.27E-07,,,,E1_R05C12_Ridge_2um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,2,45,LIV,1,,,,38,30.43319,185,E1_R05C12_Ridge_2um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,2.3,25,IV,1,3.93,2.735986829,-3.93E-07,,,,E1_R05C12_Ridge_2.3um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,2.3,25,LIV,1,,,,23,43.60364,221,E1_R05C12_Ridge_2.3um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,2.3,38,IV,1,4.2,2.932313657,-4.36E-07,,,,E1_R05C12_Ridge_2.3um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,2.3,38,LIV,1,,,,30,34.79363,204,E1_R05C12_Ridge_2.3um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,2.3,45,IV,1,3.75,3.014110742,-4.51E-07,,,,E1_R05C12_Ridge_2.3um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,2.3,45,LIV,1,,,,34,30.55843,184,E1_R05C12_Ridge_2.3um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,2.5,25,IV,1,4.36,2.756463351,-4.15E-07,,,,E1_R05C12_Ridge_2.5um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,2.5,25,LIV,1,,,,24,35.29928,228,E1_R05C12_Ridge_2.5um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,2.5,38,IV,1,3.5,2.907013564,-4.29E-07,,,,E1_R05C12_Ridge_2.5um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,2.5,38,LIV,1,,,,30,28.19361,216.01,E1_R05C12_Ridge_2.5um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,2.5,45,IV,1,3.51,3.007630882,-4.34E-07,,,,E1_R05C12_Ridge_2.5um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,2.5,45,LIV,1,,,,34,24.32666,192,E1_R05C12_Ridge_2.5um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,3,25,IV,1,4.45,2.733186607,-4.12E-07,,,,E1_R05C12_Ridge_3um_L_400um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,3,25,LIV,1,,,,17,58.24257,277,E1_R05C12_Ridge_3um_L_400um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,3,38,IV,1,3.01,2.867432711,-4.10E-07,,,,E1_R05C12_Ridge_3um_L_400um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,3,38,LIV,1,,,,21,50.04704,252,E1_R05C12_Ridge_3um_L_400um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,3,45,IV,1,3.65,2.992919631,-4.31E-07,,,,E1_R05C12_Ridge_3um_L_400um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R05C12,400,3,45,LIV,1,,,,23,44.99175,243,E1_R05C12_Ridge_3um_L_400um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/400um/R05C12
x,E1,R04C04,700,2,25,IV,1,2.53,2.986741456,-8.69E-07,,,,E1_R04C04_Ridge_2um_L_700um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,2,25,LIV,1,,,,28,60.46256,316,E1_R04C04_Ridge_2um_L_700um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,2,38,IV,1,2.45,2.972891011,-9.20E-07,,,,E1_R04C04_Ridge_2um_L_700um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,2,38,LIV,1,,,,35,53.64739,302,E1_R04C04_Ridge_2um_L_700um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,2,45,IV,1,2.39,3.093215925,-9.93E-07,,,,E1_R04C04_Ridge_2um_L_700um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,2,45,LIV,1,,,,40,48.94802,270,E1_R04C04_Ridge_2um_L_700um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,2.3,25,IV,1,2.09,2.954921834,-8.19E-07,,,,E1_R04C04_Ridge_2.3um_L_700um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,2.3,25,LIV,1,,,,23,68.0586,355,E1_R04C04_Ridge_2.3um_L_700um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,2.3,38,IV,1,2.17,2.95343149,-9.46E-07,,,,E1_R04C04_Ridge_2.3um_L_700um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,2.3,38,LIV,1,,,,28,59.33295,328.99,E1_R04C04_Ridge_2.3um_L_700um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,2.3,45,IV,1,2.05,3.079502949,-9.71E-07,,,,E1_R04C04_Ridge_2.3um_L_700um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,2.3,45,LIV,1,,,,31,54.40317,315.99,E1_R04C04_Ridge_2.3um_L_700um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,2.5,25,IV,1,2.02,2.976089036,-8.69E-07,,,,E1_R04C04_Ridge_2.5um_L_700um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,2.5,25,LIV,1,,,,35,52.15727,333,E1_R04C04_Ridge_2.5um_L_700um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,2.5,38,IV,1,2.13,2.957666691,-9.55E-07,,,,E1_R04C04_Ridge_2.5um_L_700um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,2.5,38,LIV,1,,,,43,42.47159,306,E1_R04C04_Ridge_2.5um_L_700um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,2.5,45,IV,1,2.04,3.069989181,-1.02E-06,,,,E1_R04C04_Ridge_2.5um_L_700um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,2.5,45,LIV,1,,,,50,37.18704,293,E1_R04C04_Ridge_2.5um_L_700um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,3,25,IV,1,1.95,2.583460522,-8.33E-07,,,,E1_R04C04_Ridge_3um_L_700um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,3,25,LIV,1,,,,22,73.86655,413,E1_R04C04_Ridge_3um_L_700um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,3,38,IV,1,1.69,2.89577755,-9.14E-07,,,,E1_R04C04_Ridge_3um_L_700um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,3,38,LIV,1,,,,26,64.14491,368,E1_R04C04_Ridge_3um_L_700um_T_38C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,3,45,IV,1,1.64,3.015212193,-9.74E-07,,,,E1_R04C04_Ridge_3um_L_700um_T_45C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C04,700,3,45,LIV,1,,,,27,58.90903,368,E1_R04C04_Ridge_3um_L_700um_T_45C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C04
x,E1,R04C12,700,2,25,IV,1,2.36,3.146747497,-9.34E-07,,,,E1_R04C12_Ridge_2um_L_700um_T_25C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,2,25,LIV,1,,,,24.99,63.71774,380,E1_R04C12_Ridge_2um_L_700um_T_25C_LIV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
x,E1,R04C12,700,2,38,IV,1,2.43,3.371042536,-1.13E-06,,,,E1_R04C12_Ridge_2um_L_700um_T_38C_IV_1.csv,C:/Users/carlos.reyes/Desktop/Projects/TQW/Data/E1/DOE 1/Mounted/LIV/700um/R04C12
